glycan,control_1,control_2,control_3,control_4,control_5,stage1_1,stage1_2,stage1_3,stage1_4,stage1_5,stage1_6,stage1_7,stage1_8,stage1_9,stage1_10,stage2_1,stage2_2,stage2_3,stage2_4,stage2_5,stage2_6,stage2_7,stage2_8,stage2_9,stage2_10,stage3_1,stage3_2,stage3_3,stage3_4,stage3_5,stage3_6,stage3_7,stage3_8,stage3_9,stage3_10,stage4_1,stage4_2,stage4_3,stage4_4,stage4_5,stage4_6,stage4_7,stage4_8,stage4_9,stage4_10,stage5_1,stage5_2,stage5_3,stage5_4,stage5_5,stage5_6,stage5_7,stage5_8,stage5_9,stage5_10
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.028373948,0.021808927,0.016922898,0.028639944,0.047266279,0.050587064,0.035676732,0.040561099,0.062930191,0.021574671,0.051220003,0.045667491,0.029805103,0.032706773,0.061248169,0.040545166,0.029631037,0.023207574,0.061791695,0.042661469,0.042659586,0.020168781,0.04509076,0.06478927,0.05483097,0.058351693,0.098914595,0.025178368,0.055610314,0.033130237,0.035448627,0.041245967,0.075084974,0.037906535,0.045727542,0.049587619,0.013625451,0.042913493,0.044029844,0.050434577,0.097958187,0.079055948,0.031327611,0.029966965,0.039128878,0.040319487,0.038888324,0.056803959,0.055324936,0.039130778,0.053668549,0.033714219,0.051308066,0.04627883,0.057340537
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,15.11093085,10.40918598,19.81140274,17.01184269,14.21798593,16.58463441,24.09112815,10.82494055,18.39684935,11.74894474,13.91551361,11.45460967,10.47859815,9.997249161,12.0071151,11.5109998,18.25423609,8.796101465,14.28692851,15.46728284,13.77141626,16.58659881,15.94179891,14.23211177,8.739245057,16.35822265,12.47399471,24.75342309,13.81724047,12.64086294,7.326796024,11.25550854,12.5199579,18.40126304,13.99794483,9.757849174,13.06306622,13.99459375,14.03112262,7.510380213,12.62506726,8.617758007,8.949395764,15.77845753,14.59840119,21.09147276,15.8110801,21.02021564,17.79927712,15.0091764,14.63081621,26.10115414,16.86939374,22.11178818,13.63670331
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.194865717,2.039250296,2.565170912,2.255781169,1.765278384,2.225515293,2.759830263,3.698248796,1.958925765,2.055634091,2.3008537,1.491698243,3.063838533,2.024137334,1.813551496,2.344129993,2.092507571,2.839440871,1.501939403,2.520700554,2.543308732,1.786896019,1.756859811,1.747187876,1.277027671,2.638773674,2.808232853,2.612106545,2.664285163,2.192850895,3.440255724,1.592785563,1.630544527,3.570106463,1.411563233,3.796623942,3.044605127,2.263919163,1.936362583,1.777082803,2.005477077,1.84897342,1.747922734,2.703492207,2.752165331,3.745229933,2.460529757,1.855554004,1.991890516,3.178765087,1.720242215,2.400265906,2.195026767,2.42578454,1.513829888
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.915172772,0.917577581,0.55542093,1.11776147,0.841770422,0.867758034,0.719781293,0.966694743,0.936429245,0.566365293,0.663553048,0.766432035,0.709194522,0.540768283,0.710739633,0.664393427,0.921365134,0.808184905,0.952729093,0.765172239,0.975384415,0.603550843,0.728984686,0.98534339,0.473982492,0.78222141,0.739679467,0.57862675,0.815036641,0.978943889,0.749848465,0.778837821,0.46724492,0.815216981,0.574975233,0.899619174,1.207090489,0.616059698,1.031649229,0.8795461,1.030483818,0.924089185,0.90904508,0.948592459,0.871280496,1.065162279,0.692524472,1.205074632,0.773337142,1.028478381,1.485568713,0.794635813,1.037926314,0.501855145,0.838351447
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.448100368,0.321371112,0.654982391,0.588681016,0.493724249,0.521580847,0.770699553,0.338882012,0.611453169,0.388904378,0.440346759,0.408006306,0.331039796,0.338086251,0.390529821,0.356195527,0.622551958,0.290475843,0.474376817,0.501588038,0.420959504,0.544117723,0.526706346,0.476871445,0.279517317,0.526945804,0.406093654,0.787146263,0.44669044,0.389100605,0.236386606,0.345070775,0.432416859,0.619453119,0.450827215,0.300383258,0.397192225,0.440540537,0.448906604,0.25880729,0.38747099,0.279258018,0.303378214,0.483206209,0.489047157,0.654177264,0.486348452,0.67106464,0.563431242,0.492427851,0.506831241,0.847619848,0.553237708,0.692147786,0.441450876
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.598917176,0.421330848,0.750574317,0.780867528,0.593562673,0.734834599,1.02583834,0.481179913,0.801107651,0.559032223,0.572631986,0.516160439,0.43330151,0.405319347,0.487364786,0.521599271,0.802096634,0.420273921,0.640036846,0.719478503,0.610834525,0.698442762,0.718034353,0.608405479,0.413291242,0.689159777,0.5463665,1.012628035,0.556795664,0.507598228,0.354248114,0.473510919,0.486662813,0.806088228,0.628683998,0.419312081,0.595391738,0.582379936,0.642979149,0.319819605,0.550070321,0.364827149,0.372825456,0.611834443,0.660650493,0.879432008,0.686249594,0.935537693,0.760681578,0.667050931,0.605787636,1.118315269,0.715898751,0.945313849,0.55493616
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.079914427,0.057074546,0.062230459,0.066107123,0.073686965,0.078486173,0.107235938,0.091180604,0.050857069,0.06814804,0.056124227,0.053085861,0.059935798,0.020688029,0.067307768,0.052915539,0.089606025,0.089927912,0.057333364,0.095052048,0.078315989,0.064125834,0.042816656,0.060878383,0.039406811,0.076702289,0.091854308,0.092942311,0.093737305,0.065285358,0.103000961,0.047224339,0.077992728,0.103959785,0.074830084,0.053873939,0.075673357,0.076011357,0.059986097,0.046728501,0.062134028,0.049223353,0.059834224,0.075465645,0.096202355,0.076451009,0.091377081,0.061091878,0.099061223,0.108410048,0.03985289,0.081179324,0.059737463,0.075805003,0.055487576
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.095159766,0.107577991,0.224400131,0.01752935,0.238620683,0.113546223,0.019611936,0.079642189,0.085385489,0.035270984,0.052526722,0.049944861,0.063228695,0.12538572,0.19924343,0.091890001,0.027222444,0.069418158,0.072821544,0.233994301,0.059868586,0.040150909,0.114877895,0.057691322,0.065117674,0.077845897,0.059355753,0.089119126,0.199706819,0.153300128,0.046042861,0.058084231,0.152011156,0.466774729,0.03119375,0.03117227,0.04755841,0.044016449,0.012602101,0.00984004,0.059781309,0.086568667,0.068198165,0.048197756,0.049051317,0.100297465,0.097908914,0.021152715,0.025359232,0.012401152,0.02857332,0.025929296,0.033029819,0.146590852,0.063357464
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.021660307,0.052598972,0.113017442,0.022005425,0.07411789,0.068063761,0.029932715,0.079039695,0.019064295,0.085616921,0.062883662,0.032878491,0.017055577,0.023810146,0.080778896,0.03454982,0.02276993,0.034805808,0.025119169,0.220877149,0.032944853,0.027678415,0.057996626,0.048011273,0.05935287,0.061014338,0.037966853,0.062840572,0.142398133,0.149388025,0.025206544,0.019616076,0.226159749,0.18972727,0.089573007,0.015047496,0.033489094,0.01978514,0.022024566,0.027644109,0.062013791,0.110737905,0.035249727,0.02490621,0.018199767,0.078422494,0.042877448,0.011960276,0.06390733,0.036935499,0.013863962,0.033498458,0.024175989,0.145008163,0.02484487
{Neu5Ac(a2-3/6)Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.179944375,0.179681075,0.276067076,0.275845495,0.207028998,0.211419745,0.338482099,0.11389057,0.220099254,0.121175769,0.21181657,0.330478007,0.149917776,0.172217988,0.141374986,0.13338979,0.205183195,0.139223637,0.347190482,0.15380664,0.186374299,0.184896203,0.293850196,0.161232657,0.18659331,0.262251356,0.132901633,0.305105384,0.13809057,0.161053874,0.156945122,0.242252519,0.16554877,0.165577848,0.234423673,0.194416075,0.150498389,0.128150021,0.174064184,0.111196521,0.326830375,0.098446604,0.214702667,0.348204805,0.192481188,0.084871374,0.19173533,0.279430649,0.171890482,0.122906147,0.236000809,0.194916602,0.18436412,0.174919256,0.281661531
{Neu5Ac(a2-3/6)Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.07655118,0.069977283,0.025689809,0.14399464,0.156692074,0.059349541,0.029841161,0.012520632,0.048282856,0.066905669,0.029312424,0.062262148,0.128905859,0.034222455,0.04767047,0.026147196,0.056378071,0.037326729,0.091006814,0.023271978,0.119801232,0.051625306,0.056186,0.092489708,0.0507352,0.018795813,0.022427144,0.036991228,0.011445984,0.044494841,0.038317229,0.039277202,0.044811871,0.031675142,0.095428371,0.067594807,0.023374949,0.039493442,0.072122825,0.032880068,0.09060785,0.049659813,0.018076423,0.074899333,0.058527494,0.054097154,0.054704915,0.089673119,0.051833796,0.056341701,0.079681528,0.102668798,0.078498786,0.052902991,0.037795325
{Neu5Ac(a2-3/6)Gal(b1-4)}{Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.097393295,0.087595056,0.054757025,0.191573088,0.109075872,0.106945217,0.036180175,0.039002513,0.081699994,0.056678943,0.044638099,0.057834843,0.126723092,0.038178126,0.024522991,0.036741672,0.095342089,0.059130112,0.121500303,0.035585707,0.098663666,0.050720383,0.034618336,0.078218142,0.068076995,0.048853384,0.052520329,0.039862475,0.044934801,0.044796597,0.048196882,0.032921234,0.040353343,0.02419741,0.049456842,0.064465012,0.040702094,0.079705033,0.091316887,0.034634197,0.087997422,0.018954093,0.042710446,0.079490203,0.035659761,0.086608869,0.031633181,0.158939469,0.072004838,0.032293352,0.096081579,0.079745652,0.075645046,0.025569755,0.049390997
{Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.114209735,0.101979728,0.169679072,0.118843207,0.186129133,0.131389519,0.117625942,0.078869478,0.188600458,0.160446812,0.098148886,0.106268296,0.161883473,0.120141709,0.132729937,0.143455835,0.120394153,0.138366401,0.106132511,0.128650777,0.12225716,0.190763987,0.123785711,0.130550723,0.142486663,0.097104451,0.140394615,0.159629015,0.168985132,0.101491768,0.161201461,0.112347244,0.181831898,0.146123212,0.150252501,0.103200812,0.847221456,1.759848825,0.134551822,0.098904094,0.098370294,0.115068786,0.126670952,0.11786718,0.104722446,0.15482856,0.138780013,0.127533402,0.130820809,0.075144597,0.076976379,0.16534888,0.108513369,0.174896836,0.145025241
{Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.059877447,0.061550018,0.063955129,0.05081581,0.110045453,0.110293876,0.058698376,0.105691591,0.129127545,0.415524428,0.14594861,0.04440259,0.146286925,0.172158027,0.177696647,0.205035631,0.065679412,0.072099318,0.072881941,0.124388561,0.049961677,0.119967393,0.081302463,0.050679769,0.219335471,0.102115744,0.136639353,0.066000599,0.154504521,0.10699414,0.173328262,0.083921435,0.158860927,0.052489717,0.12540178,0.059464305,0.424918433,0.149978836,0.375814561,0.093747222,0.105823839,0.117641971,0.071761428,0.074140164,0.062927579,0.118975971,0.112698808,0.066068143,0.108710119,0.097014237,0.090333164,0.06150881,0.134240731,0.108338284,0.110816259
{Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.051137962,0.047150461,0.042954085,0.053951273,0.064583774,0.041197232,0.060025597,0.025748459,0.041291683,0.029059131,0.025585797,0.027357624,0.029443234,0.033040215,0.030416609,0.027625488,0.067216384,0.020940998,0.01850732,0.025178705,0.053185697,0.038779609,0.027549802,0.042566239,0.039986779,0.061511922,0.057607941,0.027027513,0.038928764,0.048186269,0.019811009,0.032345931,0.072629478,0.039929735,0.049631118,0.029085775,0.091795697,0.022743546,0.045774787,0.044499549,0.048446646,0.02057383,0.047857495,0.050824511,0.032394861,0.04611124,0.088950911,0.042118995,0.091400082,0.043571756,0.052050209,0.046385998,0.053415491,0.011891876,0.058037841
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,7.701756068,8.258213416,10.16747527,1.959329669,6.191132767,5.058675937,3.847319429,3.086651756,5.173480724,2.761463691,4.257345725,3.882501581,5.793654967,7.181337344,5.241539678,7.696207854,3.949307486,5.950309575,2.861043976,3.588154514,3.277293762,4.654849812,4.790567477,2.773624966,5.767082015,6.630172666,4.547356085,4.29441124,7.210507632,4.198143441,3.060350497,6.034120997,7.592108449,7.166926754,1.916553355,1.891830618,3.221446476,7.188283716,2.483918588,2.076167167,2.975029235,5.622123075,4.445498427,3.507917525,3.646452984,2.797816606,6.98570764,3.725813225,1.991071486,1.662378339,1.92021091,2.202867247,2.187547472,5.254915328,6.574955368
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.884711019,4.193230064,2.711912636,1.363526841,2.22862445,3.938492032,1.607601103,5.578829447,2.280469353,2.959051739,4.788257871,2.649555622,4.335437015,4.421239688,2.433077641,3.882753455,2.999925765,5.651367388,1.768101647,3.342619788,2.448724773,2.858646412,3.515528418,3.066240923,3.701403636,4.113441523,4.624102142,3.181938915,5.384974742,4.252183774,6.015686871,2.857580244,2.236259874,4.466242299,1.541911374,7.996934419,2.521982435,2.926039494,2.291776845,2.955010843,3.001925117,6.360202051,2.916509701,2.403511595,2.722117217,3.416543833,4.252589592,1.994220628,2.01525878,4.032536525,2.339479486,1.781809588,2.720293325,2.753175975,2.93500661
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,6.486412181,5.442192652,3.516904226,5.759816004,5.013294668,5.880562505,5.166710312,5.955362766,6.290888479,2.988213556,3.925682324,5.617329788,4.363071208,3.834123903,4.341613414,4.535344054,6.108867461,5.568329575,6.767330845,4.374627722,6.921462358,4.739675037,4.959446083,6.082041634,3.795760278,4.83009882,5.905844881,3.263871547,4.693606367,5.266614352,4.485949266,5.308281834,3.408381455,4.61281176,3.82859604,7.108323426,5.019566623,4.176865226,8.078668607,5.268690965,6.767131826,5.46864148,7.327226727,7.012451963,4.445593401,7.508355587,4.728465968,9.973382704,7.645216868,6.349851191,10.08530838,5.970353846,6.69069885,3.439306892,5.485825072
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.264520488,0.257725669,0.351465885,0.069844655,0.180311645,0.161411879,0.117052968,0.097977848,0.17251867,0.088813661,0.136511531,0.153243801,0.220540518,0.224385732,0.173664537,0.228610888,0.155491198,0.202566222,0.083398618,0.112948198,0.112606383,0.15064948,0.164140168,0.101910272,0.200632927,0.213703308,0.164101583,0.134607527,0.21646652,0.148865185,0.102886971,0.229837294,0.21708035,0.237021545,0.077200032,0.049213436,0.101608489,0.215850494,0.046492134,0.060471418,0.093149541,0.190219482,0.161414177,0.123313545,0.104377984,0.098025238,0.20288602,0.111413636,0.041845262,0.052520801,0.067653268,0.07328642,0.07301084,0.170963043,0.19991482
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.082537619,0.095947495,0.092447388,0.035899346,0.07201713,0.119924187,0.050139647,0.163029763,0.060147017,0.109449147,0.095390222,0.079382182,0.093009681,0.083176515,0.078845933,0.115552807,0.097069205,0.156056363,0.033693617,0.092237895,0.070330639,0.080096613,0.095294623,0.075031081,0.122884274,0.111325732,0.111997439,0.089673129,0.153152206,0.105078424,0.198887669,0.072234476,0.105842929,0.097258914,0.06517571,0.228956304,0.084749096,0.079508349,0.089610725,0.082971768,0.076851834,0.183671043,0.070623165,0.055318953,0.090935067,0.080004064,0.120373773,0.056431088,0.069580406,0.105862849,0.069464716,0.050255292,0.085640352,0.10754643,0.068338416
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.152674033,0.177704622,0.111490385,0.170681155,0.149205767,0.164634825,0.147260547,0.179427721,0.163941033,0.076647583,0.099584627,0.161005253,0.125854647,0.121506575,0.108017692,0.131141294,0.179702876,0.137343574,0.16794417,0.126869884,0.196217457,0.15081788,0.1360398,0.204556005,0.123239129,0.09085368,0.164880704,0.096781132,0.122792637,0.147078137,0.126498355,0.149323647,0.071337166,0.119611113,0.109299709,0.18740748,0.162301424,0.118582845,0.22555846,0.144155573,0.196036507,0.169576774,0.198977264,0.206347077,0.142741358,0.202276679,0.133998085,0.222282822,0.277787907,0.171522186,0.339787464,0.153108926,0.154466118,0.119460931,0.175089914
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.316852742,0.308423925,0.408881392,0.079092161,0.226582223,0.207405004,0.148611421,0.11907708,0.221922539,0.102797939,0.139963301,0.169344935,0.241528115,0.282903201,0.219663263,0.31502445,0.165854303,0.221920172,0.114938717,0.135944147,0.140533364,0.188851083,0.214184897,0.111514753,0.248124414,0.24811647,0.173186863,0.164092714,0.282060948,0.172534892,0.134286376,0.253328547,0.290162916,0.32277171,0.094626702,0.071665651,0.120742737,0.291416715,0.112740552,0.08455451,0.109980006,0.231700082,0.183078522,0.172873754,0.140777107,0.1043292,0.263657126,0.142505245,0.109244043,0.056911461,0.077266195,0.087438106,0.082449993,0.206683104,0.220296469
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.085004945,0.142020121,0.108597817,0.038160095,0.05812,0.11885359,0.064808506,0.167339366,0.077235505,0.124993998,0.154063887,0.078288721,0.118171389,0.120733185,0.070058892,0.125320944,0.105451364,0.191017262,0.057876835,0.101094449,0.087176775,0.08610436,0.08363449,0.11041308,0.096948501,0.139951068,0.163946791,0.11240885,0.164865789,0.154866603,0.203018822,0.090520057,0.068784825,0.131022054,0.076293899,0.268485631,0.079406697,0.096018862,0.059210578,0.090871958,0.096790393,0.194837521,0.130940469,0.089479124,0.072926599,0.10979779,0.153779921,0.084754249,0.087957358,0.134301352,0.076130982,0.075429223,0.074547477,0.094456786,0.086688248
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.181125509,0.162361795,0.096255987,0.16804495,0.126743799,0.160707272,0.168177173,0.166421955,0.205242549,0.122539495,0.111893595,0.158496552,0.137240704,0.112610049,0.120895947,0.119916043,0.185248998,0.163890634,0.196888111,0.129316842,0.196558217,0.140509175,0.127088289,0.211404786,0.106370845,0.125415791,0.195856722,0.101532798,0.120764165,0.172139699,0.137786508,0.148802506,0.100479368,0.143646427,0.095393516,0.226948523,0.140368523,0.133383026,0.211696282,0.146226251,0.190764666,0.17007036,0.203295275,0.21216619,0.129247899,0.200706218,0.157139312,0.275644946,0.244477245,0.191497643,0.310779522,0.170929455,0.194300177,0.112611443,0.16694053
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.808260363,0.853587879,0.504364605,0.030468964,0.816911942,0.648830924,0.1343309,0.344933278,0.718657241,0.130539208,0.250034703,0.35577805,0.466387553,1.321958197,0.611889633,0.580340836,0.282618986,0.67280419,0.488455599,0.253188925,0.361176057,0.175361936,0.726000172,0.368035507,0.91223859,0.441854276,0.825944222,0.270649814,0.724915397,0.460480409,0.353553991,0.375924545,1.103945648,0.782004011,0.135788625,0.262589038,0.13141161,0.246673759,0.248610518,0.141319446,0.449415116,1.155889415,0.401320204,0.279402525,0.299792221,0.320840926,0.511099984,0.442557797,0.084951105,0.075680813,0.14303556,0.131172925,0.17065107,0.46640515,0.345616787
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.199032804,0.18912593,0.163804526,0.020278609,0.099488094,0.19042954,0.048926715,0.116850384,0.171787307,0.048800585,0.069804425,0.087926069,0.096374932,0.252666804,0.237296346,0.178154001,0.080653333,0.185649691,0.110630871,0.081359998,0.091639096,0.072904115,0.196701556,0.120211794,0.163048887,0.167870373,0.249138319,0.072312732,0.253713484,0.103918375,0.086234528,0.133239961,0.248419689,0.231372111,0.073191993,0.066302052,0.057680415,0.105825931,0.066752469,0.042969667,0.141682262,0.301979303,0.118951152,0.098865673,0.103816184,0.098704685,0.167590979,0.083535294,0.049797315,0.026260401,0.035553553,0.042424134,0.048249528,0.136123499,0.137593536
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.232458809,0.451432273,0.202429004,0.0853859,0.274224849,0.529397427,0.109387141,0.728672221,0.302634681,0.224898079,0.395531842,0.323242032,0.189155898,0.288829136,0.273855851,0.251648087,0.451516609,0.477109993,0.210564584,0.248375866,0.243338545,0.130341643,0.484598982,0.49057002,0.285684052,0.45326488,0.777265118,0.261606661,0.687213229,0.631436572,0.280068532,0.180420069,0.367993301,0.527259848,0.235190487,0.244910976,0.075261138,0.139573971,0.203495526,0.245591343,0.572223817,1.306111096,0.260308502,0.276727455,0.292395525,0.344909448,0.507857946,0.216560509,0.111280213,0.264028658,0.223659292,0.152924394,0.242140414,0.379093294,0.344281763
{Neu5Ac(a2-3/6)Gal(b1-4)}{Neu5Ac(a2-3/6)Gal(b1-4)}GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.035464196,0.028065739,0.038983839,0.011905816,0.063452596,0.034837718,0.03162615,0.086387082,0.030016505,0.043209918,0.124637728,0.018095516,0.086460063,0.037617342,0.034756692,0.20735607,0.036143497,0.051794129,0.02404236,0.039560068,0.038346668,0.02979602,0.047046192,0.028651174,0.044733589,0.03168134,0.043019895,0.045519269,0.044431724,0.050600827,0.036152827,0.018132823,0.033310088,0.043328667,0.010386333,0.066200012,0.261776852,0.217859112,0.04928396,0.030097207,0.030569038,0.117894384,0.030968757,0.049655725,0.033109003,0.050989658,0.061283485,0.024278973,0.043542313,0.028154078,0.028718228,0.023832727,0.028112662,0.040355517,0.038432943
{Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.164802169,0.199903271,0.153115129,0.110902143,0.232830636,0.1743432,0.107762014,0.086360856,0.198527122,0.22026202,0.158596946,0.247976941,0.199166833,0.193695057,0.152805765,0.256991177,0.256918607,0.251197463,0.182346218,0.179444617,0.226343518,0.23977647,0.148467656,0.145945812,0.26369021,0.143129736,0.25313609,0.105870689,0.194612623,0.126008331,0.203018822,0.231384334,0.313263638,0.122362984,0.246900804,0.14209553,0.294719589,2.998200949,0.320307061,0.350456896,0.173555843,0.119077763,0.215309355,0.108276025,0.190516937,0.12443335,0.264496974,0.188840413,0.193613429,0.121280426,0.107264239,0.143644051,0.207749787,0.165197896,0.235498755
{Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}{Gal(b1-4)GlcNAc(b1-?)}Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.235289686,0.404820577,0.221058487,0.268290737,0.397198054,0.423736725,0.339993039,0.324672272,0.391971579,0.455613301,0.266037992,0.511916038,0.248029801,0.269156982,0.379786033,0.273540266,0.235400383,0.348500333,0.497473599,0.397909173,0.521394714,0.336039791,0.309754396,0.332405657,0.297084124,0.321981797,0.319949637,0.25073071,0.377558717,0.383458639,0.223307167,0.395756552,0.332001639,0.261801626,0.385652119,0.216868076,0.254834071,0.403313339,0.380312548,0.350774054,0.433220823,0.336223715,0.452394488,0.415838197,0.425328957,0.333893796,0.43110728,0.394516009,0.520955742,0.452627486,0.37435122,0.375327154,0.454734079,0.239374349,0.355558831
