motif,pred
HexNAc(bond)[Fuc(bond)]HexNAc(bond)Gal(bond)HexNAc(bond)Gal(bond)GalNAc(a1-3)GalNAc,-0.163
GlcA(a1-3)Glc(a1-3)ManNAc(b1-4)Glc(b1-4)GlcNAc(a1-4)GlcA,0.471
Gal(b1-4)GlcNAc(b1-3)[Neu5Gc(a2-6)]GalNAc-ol,-0.138
Man6P(b1-4)Man6P(b1-6)[Glc(b1-2)Manf1Me5P(b6-2)Manf1Me(a6-3)]Man(a1-2)D-RhaOP(a1-6)Glc(b1-6)[Glc2P(b1-2)][Glc2P(b1-3)]Glc(b1-6)Gal3P(b1-6)Gal3P(b1-6)Glc(b1-6)[Glc2P(b1-6)Gal3P(b1-3)][Glc2P(b1-2)]Glc(b1-6)Gal3P(b1-6)Gal3P(b1-4)Man6P,-0.078
Glc(b1-4)[Glc(b1-6)]Glc(b1-4)Glc,-0.058
Gal(b1-4)HexNAc(b1-4)Gal(b1-3)GalNAc(a1-3)GalNAc,-0.061
GlcA(bond)GalNAc6S(bond)IdoA(bond)GalNAc(bond)GlcA,0.052
Glc(b1-3)LDManHep(a1-2)[Glc(a1-3)]LDManHepOPEtn(a1-3)[DDManHep(a1-6)Glc(b1-4)]LDManHep(a1-5)KdoOPPEtn,0.048
Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,-0.215
Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-6)[Gal(b1-3)GlcNAc(b1-3)]Gal(b1-4)Glc,-0.124
[GlcA4Lac(b1-6)Glc(a1-4)]Gal(b1-4)Glc(b1-3)Gal,0.172
Araf(a1-5)Araf(a1-2)Araf(a1-3)Gal(b1-4)Rha-ol,0.027
Fuc(bond)HexNAc(bond)Gal(b1-3)[Gal(bond)GlcNAc(b1-6)]GalNAc(a1-3)GalNAc,-0.041
[Glc(a1-2)][Glc(b1-4)]Man(a1-6)Man(a1-6)Man,-0.09
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.008
GlcA(b1-3)GlcNAc(a1-2)Gal(b1-4)Man,0.135
"Fuc(b1-2)[Man(b1-3)]Gal(a1-3)2,5-Anhydro-Man-ol",-0.057
Neu4Ac5Ac(a2-3)Gal6Ac(b1-4)Glc,0.061
Glc(b1-4)GlcA2Pyr(b1-4)Fuc2Ac(a1-3)Glc,0.077
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.231
LDManHep(a1-5)Kdo,0.057
ManNAcA3NAm(b1-4)ManNAcA3NAc(b1-3)D-FucNAc(b1-4)ManNAcA3NAm,0.251
Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-3)Gal(b1-3)LDManHep(a1-3)LDManHep(a1-5)Kdo,0.18
Gal(b1-3)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,0.056
GalNAc(b1-4)GalNAcOAcOP(a1-3)GalNAc,0.032
[L-XylOMe(a1-4)]Rha(a1-4)Rha(a1-2)Rha(a1-3)Rha,0.322
D-FucNAc4Ac(b1-6)GlcNAc(a1-4)GalNAc(a1-4)GalA(a1-3)GlcNAc(b1-2)D-FucNAc4Ac,0.165
GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,0.172
Gal3S(b1-4)Glc,0.036
[Glc(b1-6)]Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc(b1-3)Glc,-0.065
Glc(b1-6)Glc(b1-6)Glc(b1-6)[Glc(b1-3)Glc(b1-3)Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)[Glc(b1-3)]Glc(b1-6)Glc,-0.246
Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl,-0.208
Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf(b1-5)Galf(b1-6)Galf,-0.021
GlcNAc(b1-2)Man(bond)[Man(bond)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.32
AltNAcA(a1-3)FucNAc(b1-4)AltNAcA,0.052
Man1P(bond)Man,-0.217
GalNAc(b1-3)[GlcNAcA(b1-4)]GalGro,-0.18
GlcA(bond)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.188
ManNAcAThr(b1-4)GlcNAcA(b1-3)GlcNAcN,0.214
GlcA(a1-2)[GlcN(a1-7)]LDManHep(a1-3)[GlcN(a1-4)[GalA6N(a1-6)]Glc(b1-4)]LDManHep(a1-5)KdoOPEtn,0.235
Gal(a1-3)[Glc(b1-6)]Man(b1-6)Gal,-0.06
GlcNAc(b1-3)[GlcNAc(a1-4)]GalNAc(b1-4)GlcA(b1-3)GalNAc(b1-6)GlcNAc,0.563
Rha(a1-3)FucNThrAc(a1-3)[ManNAcA(b1-4)]GalNAc(a1-3)Rha,0.022
[GlcA(a1-6)]Glc(a1-3)Glc(a1-3)Glc(a1-3)Glc(a1-3)Glc(a1-3)Glc(a1-3)Glc(a1-3)Glc,0.002
Glc(a1-6)[Glc(a1-2)]Glc(a1-6)Glc,-0.152
Ribf(b1-5)GalfNAc(b1-4)[LDManHepOMe(a1-3)]GlcAGroN(a1-2)Ribf,-0.126
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.167
Man1P(a1-3)Man(a1-2)Man(a1-2)Man(a1-2)Man,0.042
Man(b1-4)Man(b1-4)Man(b1-4)Man,-0.106
Glc(a1-4)[Glc(b1-2)][Gal(a1-6)]Glc(b1-6)Man(a1-4)Glc,-0.369
GlcNAc(a1-3)ManNAc(b1-4)GalNAc(b1-4)ManNAc(b1-3)GlcNAc(a1-3)ManNAc(b1-3)GlcNAc(a1-3)GlcNAcOP(a1-6)MurNAc,0.276
Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(a1-4)GlcA(b1-4)GalA(a1-3)Glc(b1-6)[GalA(a1-3)Glc(b1-4)]Glc(a1-5)Kdo,-0.088
LDManHep(a1-4)Kdo(a2-6)GlcNAc(a1-4)GalA(a1-3)[GalA(b1-7)LDManHep(a1-7)]LDManHep(a1-3)[GalA(b1-6)Glc(b1-4)]LDManHep(a1-5)[Kdo(a2-4)]Kdo,0.109
[GlcA(b1-2)]Man(a1-3)Man(a1-3)[Xyl(b1-2)]Man(a1-3)[Xyl(b1-2)]Man(a1-3)Man(a1-3)Man,-0.086
Glc(a1-2)Gal(b1-4)Glc(b1-4)Glc(b1-3)[GalN(a1-4)]GlcNAcA(a1-4)[GlcN(b1-7)]Kdo(a2-5)[Kdo(a2-4)]Kdo,-0.268
Glc(b1-2)[Glc(b1-6)]Glc,-0.368
Man(a1-3)Man(a1-3)Man(a1-3)Man(a1-3)Man,0.021
GalNAc(a1-3)GalOS(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.219
Gal(b1-4)Glc(b1-4)Glc(a1-3)LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)KdoOPPEtn,-0.107
[Glc(a1-2)]Galf(b1-6)Galf(b1-6)[Man(b1-4)GlcA(a1-2)]Galf(b1-6)[Man(b1-2)Man(b1-4)GlcA(a1-2)]Galf(b1-6)Galf,0.242
GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.228
Neu5Gc(a2-3)Gal(b1-4)GlcNAc6S(b1-3)Gal(b1-4)GlcNAc6S(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc-ol,0.017
Man(bond)Man(bond)[Xyl(b1-2)][Man(bond)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.205
GlcA(bond)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.135
KdoOP(a2-6)GlcN4P(b1-6)GlcN1P,0.016
LDManHep(a1-2)LDManHep3PEtn(a1-3)[Glc(b1-4)][Glc(a1-6)]LDManHep(a1-5)Kdo4PPEtn,-0.091
GalNAcA6N(b1-4)GalNAcA6N(a1-4)GalNAcA6N(a1-3)QuiNAc(a1-4)GalNAcA6N,0.369
Glc6Ac(b1-2)Glc1Ste6Ac,-0.101
[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Gal(b1-5)Araf(a1-5)Araf(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,-0.053
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Gal(b1-2)Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc-ol,-0.394
GalNAc4S(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,-0.035
[Glc(a1-3)]GlcA(a1-3)GlcA(a1-3)Glc(a1-3)Fuc(a1-6)GlcA,0.065
GlcNAc(b1-3)Gal(b1-4)[Gal(a1-6)]GlcNAc(b1-3)Gal-ol,-0.113
GalNAc(a1-4)GlcA(b1-3)GalNAc,0.167
Gal(b1-4)Glc(b1-2)LDManHepOPEtn(a1-2)LDManHepOPEtn(a1-3)[Gal(a1-4)Glc(b1-4)]LDManHep,-0.202
Glc(b1-2)[Xyl(b1-3)]D-Fuc,-0.52
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,-0.084
Glc(b1-4)Man(a1-5)Kdo,0.026
Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.278
GlcA(b1-3)GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha(a1-4)[GlcA(b1-3)]GalA(a1-2)Rha-ol,0.162
[Gal(b1-2)D-Rha(a1-4)][Gal(a1-2)]GlcA(a1-3)[Gal(b1-6)]Man(a1-3)Glc(b1-3)GlcA,0.117
Glc(b1-6)Man(a1-6)Man,-0.049
Neu5Ac(a2-8)Neu5Ac(a2-9)Neu5Ac(a2-9)Neu5Ac,-0.018
Glc(b1-2)Glc(b1-3)D-Fuc,-0.511
Fuc(a1-4)[Gal(b1-3)]GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,0.083
Glc(a1-5)Kdo2Me,-0.163
Fuc(a1-4)[GlcNAc(b1-3)]GlcNAc(b1-6)[Gal(b1-3)]GalNAc,-0.026
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc-ol,0.021
Kdo(a2-4)[Kdo(a2-5)]Kdo,-0.01
Rha(a1-2)Rha(a1-3)Gal(b1-2)Rha(a1-4)GlcA(b1-2)Rha(a1-2)Rha(a1-2)Rha-ol,-0.066
QuiNAc(b1-3)[GlcOLac(b1-4)]GlcA(b1-3)AltA(a1-3)QuiNAc,0.262
QuiNAc(b1-2)Rha(a1-4)GalA6N(a1-6)[GlcAN(b1-3)Glc(b1-4)]Gal(a1-5)[Kdo(a2-4)]Kdo,-0.013
Fuc(a1-6)[Gal(b1-4)]GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,-0.384
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,0.137
Qui2Me4N(b1-3)Rha(a1-3)Rha(a1-3)Rha,0.031
Glc(a1-4)Gal(b1-7)[GlcNAc(a1-2)]DDManHep(a1-2)LDManHep(a1-3)LDManHepOPEtn(a1-5)Kdo,-0.046
Ara(a1-3)Rha(a1-2)Ara,0.13
Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.026
Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal6Ac(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,-0.149
Man6P(a1-2)Man,-0.211
[Glc(a1-3)]Rha(a1-2)Rha(a1-3)Rha(a1-3)GlcNAc(b1-2)Rha,-0.235
Man(a1-3)[Gal3Me(b1-6)Gal3Me(b1-3)[Gal3Me(b1-6)Gal3Me(b1-6)]GlcNAc(b1-4)GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,-0.04
Man(a1-3)[Gal(b1-6)]Man,-0.177
Fuc(a1-2)[GalNAcOMe(a1-3)]Gal(b1-3)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-2)[GalNAcOMe(a1-3)]Gal(b1-3)GlcNAc(b1-2)ManOMe(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.067
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-3)Gal(bond)GlcNAc(b1-6)]GalNAc,-0.27
Glc6Ac(b1-4)[GalOAc(a1-4)]PseNAcOAcNBut(b2-3)Glc6Ac,0.106
Gal(a1-2)Gal(a1-2)[Glc(a1-3)]Glc,-0.261
HexNAc(bond)Gal(b1-3)GalNAc,-0.182
Galf(b1-3)Glc(b1-6)Galf,0.15
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.072
Man(a1-2)[Man1P(a1-3)]Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-2)Man(a1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.117
Man(b1-3)GalfOAc(b1-3)Man,0.012
QuiNAc(b1-4)GlcNAcOAc(a1-4)GalNAcA(a1-3)QuiNAc,0.153
Rha(a1-3)GalNAc(a1-3)GalNAc(b1-4)Rha(a1-3)GalNAc(a1-3)GalNAc,-0.049
Man(a1-2)Man(a1-3)Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,0.081
GlcNAc(b1-2)Man(a1-3)[Xyl(b1-2)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,-0.327
Neu5Ac(a2-8)Neu5Ac(a2-3)[Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc(b1-4)]Gal(b1-4)Glc,-0.031
Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(bond)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(bond)]Man(bond)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.264
Rha(a1-3)[Rha(a1-4)]Rha(a1-4)Rha(a1-2)D-Fuc,-0.011
RhaOAc(a1-3)[GlcA(b1-2)]Rha(a1-2)Rha(a1-3)RhaOAc,0.015
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc6S(b1-6)]GalNAc,-0.162
GlcNAc(b1-6)Gal(b1-4)Glc,-0.223
Fuc(a1-3)GlcNAc(b1-3)[QuiNAc(b1-2)]Rha(a1-2)Rha(a1-4)Fuc,0.208
Fuc(a1-2)Gal(b1-3)[Gal(bond)[Fuc(bond)]GlcNAc(b1-6)]GalNAc,-0.1
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-3)Fuc(a1-4)Kdn(a2-6)]GalNAc,0.109
GlcNAc(b1-4)[Fuc(bond)]GlcNAc,0.191
Man(a1-2)Man(a1-2)Man(a1-2)ManN,-0.14
GlcAOMe(a1-4)[6dTalOMe(a1-3)]Fuc(a1-4)GlcAOMe,0.497
GlcN2Lau3Dco4P(b1-6)GlcN1P2Lau,-0.128
Fuc(bond)HexNAc(bond)[Gal(b1-3)]Gal(b1-3)[Gal(bond)GlcNAc(b1-6)]GalNAc,-0.036
Gal(b1-3)Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)Glc,0.022
GalNAc(a1-4)QuiNAc(a1-3)Rha(a1-2)Thre-ol,-0.172
GlcN1Vac(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)[FucOMe(a1-6)]GlcNAc,0.051
Gal(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.162
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.11
LDManHep(a1-2)LDManHep(a1-3)[PseNAcNGro(b2-6)Glc(b1-4)]LDManHep(a1-5)Kdo,-0.047
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc,-0.159
Man(a1-3)D-Fuc(a1-2)[Gal(a1-6)]Gal(a1-6)Gal(b1-6)Man,0.069
Man(a1-2)[Galf(b1-3)]Man(a1-2)Man,-0.178
[Man(a1-2)]Man(a1-6)Man(a1-6)Man,0.051
Gal(b1-4)Glc(b1-2)LDManHepOAc(a1-2)LDManHepOPEtn(a1-3)[Glc6Ac(b1-4)]LDManHep(a1-5)KdoOPPEtn,-0.444
Gal(b1-3)GlcNAc(b1-2)ManOS(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.023
Gal(a1-4)Gal(b1-4)Glc(b1-6)[Glc(b1-4)]LDManHep,0.012
[D-FucNAc4Ac(b1-3)]GlcNAc(a1-4)Gal(a1-3)GalNAc(a1-4)Gal(a1-6)GlcNAc,0.149
GalNAc(a1-3)Gal(bond)GlcNAc(b1-3)[Fuc(a1-2)Gal(bond)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-4)GalNAc(b1-3)Gal(b1-4)Glc,-0.132
Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,-0.242
Rha(a1-3)[D-FucNAc(a1-4)]Rha(a1-3)Rha(a1-3)Rha(a1-2)Rha,0.025
Man(a1-3)[Galf(a1-4)]Man,-0.056
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.052
GlcN2Ste3Pam4P(b1-6)GlcN1P2Ste3Pam,-0.046
Gal3S(b1-3)GalNAc,-0.094
Rha(a1-2)Rha(a1-3)[L-Xyl(b1-2)]Rha(b1-2)Rha,-0.276
D-Rha4NFo(a1-2)D-Rha4NFo(a1-2)D-Rha4NFo(a1-3)Man(a1-3)Man(a1-3)QuiNAc(b1-4)GlcN(b1-4)Kdo,0.064
Man(a1-2)Man(a1-3)Man(a1-3)Man(a1-2)Man(a1-2)Man,0.01
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.076
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc-ol,-0.259
LDManHep(a1-2)LDManHep3PEtn(a1-3)[Gal(b1-4)Glc(b1-4)][Glc(a1-6)]LDManHep(a1-5)Kdo4PPEtn,-0.163
Gal(b1-4)[Fuc(bond)]GlcNAc(b1-2)Man(bond)[Gal(b1-4)GlcNAc(b1-2)Man(bond)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.08
GlcNAc6S(b1-3)Gal6S(b1-4)GlcNAc6S(b1-3)Gal6S(b1-4)GlcNAc6S(b1-3)Gal,0.322
Fruf(a1-2)Fruf(b2-6)Fruf,-0.078
GlcNAcOPCho(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.006
Glc6Ac(a1-2)GalOAc(b1-6)GalOAc(b1-6)GalOAc,-0.049
[GlcA(b1-2)][Xyl(b1-4)]Man(a1-3)Man(a1-3)[Xyl(b1-2)][Xyl(b1-4)]Man(a1-3)Man,-0.291
Leg(a2-4)FucN(a1-3)QuiNAc(b1-3)[GlcN(b1-2)]Glc(b1-3)[Glc(a1-4)]GalN(a1-3)LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,0.247
GlcNAc(b1-6)GlcNAc(b1-6)GlcNGc(b1-6)GlcNAc(b1-6)GlcNAc,-0.118
Neu5Ac(a2-6)Gal(b1-4)GlcNAc,-0.09
Gal(b1-3)Gal(b1-4)Xyl2P-ol,-0.013
FucNAc(a1-3)[Glc(a1-6)]GlcNAc(a1-2)Rha(a1-6)Glc(a1-3)FucNAc,0.174
ManA(b1-4)L-GulA(a1-4)ManA,0.054
Neu5Ac(bond)Gal(b1-4)GlcNAc(b1-2)Man(bond)[Gal(b1-4)GlcNAc(b1-2)Man(bond)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1
[GlcA(b1-2)][Xyl(b1-4)]Man(a1-3)[Xyl(b1-2)][Xyl(b1-4)]Man(a1-3)[Xyl(b1-2)]Man(a1-3)Man,-0.274
GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,-0.214
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc(b1-4)[GlcNAc(a1-2)LDManHep(a1-3)]LDManHep(a1-5)Kdo,-0.083
Neu5Ac(a2-3)Gal(b1-4)Glc(b1-3)LDManHep(a1-2)LDManHepOPEtn(a1-3)[Glc(b1-4)]LDManHep(a1-5)KdoOPPEtn,0.173
QuiNAc(b1-4)GalA6Ala(a1-4)GalA6Ala(a1-3)QuiNAc,0.182
Neu5Ac(a2-6)Man(b1-4)GlcNAc,0.137
GlcNAc(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]GalNAc,-0.031
Glc(b1-4)[GlcA(b1-2)Man(b1-3)]Glc(b1-4)Glc,0.065
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)[Gal(b1-4)GlcNAc(b1-3)]GalNAc,0.236
GalNAc(a1-3)Gal(b1-3)GlcNAc(b1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)[Neu5Ac(a2-6)]GalNAc,0.028
GalNAc(a1-3)[Rha(a1-2)]Rha(b1-4)Glc(b1-6)Galf(b1-6)GalNAc(b1-3)GalOP(a1-6)GalNAc,-0.135
Glc(b1-4)Glc(b1-3)Gal(b1-4)[GlcOPyr(b1-3)Glc(b1-3)Glc(b1-6)Glc(b1-6)]Glc(b1-4)Glc,0.099
Glc(b1-6)Glc(a1-4)GlcA(b1-6)Man(b1-3)Glc(b1-4)GlcOP,0.355
[Man(a1-6)Glc(a1-6)Glc(a1-6)]Glc(a1-6)Galf(b1-6)Galf(b1-6)[Glc(a1-2)]Galf(b1-6)[Glc(a1-2)]Galf(b1-6)[Glc(a1-2)]Galf(bond)[Glc(bond)]Man(bond)[Glc(bond)]Man(a1-4)Glc,-0.082
Ribf(b1-7)Kdo,0.078
Gal(b1-4)GlcNAc6S(b1-3)Gal(b1-4)Glc,0.092
Man(a1-2)Man(a1-2)Man(b1-3)GalNAc(a1-4)Man,0.005
D-FucNAc(a1-4)ManNAcA(b1-4)GlcNAc,0.101
GalNAc(b1-4)GlcNAcOPCho(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.21
D-RhaNAc(a1-3)Fuc(a1-3)Glc(b1-3)GalNAc(a1-2)D-RhaNAc,0.448
GalNAc(a1-4)GalNAc(a1-3)QuiNAc,-0.062
[Glc(a1-4)]Gal(b1-4)Glc(b1-3)Gal,0.042
Glc(b1-2)[Gal(b1-3)]GlcA,-0.513
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,-0.461
GlcOPyr(b1-3)Glc(b1-3)Glc(b1-6)Glc(b1-6)Glc(b1-4)Glc(b1-4)Glc(b1-3)Gal,0.187
