glycan,WT_1,ST3GAL1_1,ST3GAL2_1,ST3GAL3_1,ST3GAL4_1,ST3GAL5_1,ST3GAL6_1,ST3GAL1+2_1,ST3GAL4+6_1,WT_2,ST3GAL1_2,ST3GAL2_2,ST3GAL3_2,ST3GAL4_2,ST3GAL5_2,ST3GAL6_2,ST3GAL1+2_2,ST3GAL4+6_2,WT_3,ST3GAL1_3,ST3GAL3_3,ST3GAL4_3,ST3GAL6_3,ST3GAL4+6_3,WT_4
{Neu5Ac(a2-3)Gal(b1-3/4)GlcNAc(b1-3/6)}{Neu5Ac(a2-3)Gal(b1-3/4)GlcNAc(b1-3/6)}Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0678377,0.089681,0.0972408,0.0181146,0.147064,0.095105,0.0878217,0.1377527,6.01E-03,0.0745402,4.23E-03,0.2204334,6.22E-03,0.1334749,0.0982807,0.0284122,0.1261802,3.99E-03,0.0692973,0.0855201,0.0228166,0.1701989,0.0437412,0.0435985,0.0870539
Neu5Ac(a2-6)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.1336752,0.2196816,0.1960998,0.3381253,0.1148528,0.0610898,0.1836593,0.1044751,0.3182603,0.1999513,0.1446148,0.1484382,0.6080025,0.2180137,0.217729,0.1355841,0.0874972,0.333494,0.1720398,0.1915057,0.6213231,0.2317726,0.2667695,0.5152714,0.2250142
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,1.4842964,2.4765291,0.8322283,2.2670129,1.6573686,0.831465,1.0487215,1.4378435,1.1397114,2.1475352,2.1018438,1.3246788,3.5546595,1.8556715,1.8623107,0.858647,0.9857671,1.2294225,1.8307665,2.2352396,2.8770846,2.5341343,1.0675294,1.8679754,2.5612283
H7N5F1,0.012554,0.021477,0.0155421,0.0217249,6.66E-03,2.80E-03,0.0289543,0.0224949,0.0444787,0.0171584,5.25E-03,0.0189904,0.0351442,0.0558926,3.39E-03,4.00E-03,0.0107009,0.0553899,0.0107344,0.0106289,0.0172775,0.0140413,0.0728454,0.0918776,0.0146722
H7N5F1,7.39E-03,0.0291716,0.0946735,0.0158308,0.0305605,0.0494677,0.0537901,0.031027,0.0165211,0.0232482,0.0177645,0.0533507,0.0366594,0.0161178,0.0255471,0.0109172,0.0504641,0.0279349,0.0155002,0.0246899,0.0220736,0.0236794,0.032344,0.0297607,0.0115877
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,1.035392,1.4134576,3.0516967,2.2187815,0.7969791,0.7985554,1.5146562,1.2993371,2.0120986,1.399771,1.0216309,0.8573115,3.790718,0.5649794,1.3633507,1.9423675,1.0015778,2.0764176,1.2352769,1.357921,3.5416598,1.0557788,1.7394122,3.4960002,1.592811
Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.2193171,0.1612508,0.2359906,0.1901509,0.0885003,0.1587648,0.3649167,0.2524599,0.2474376,0.2298018,0.0682742,0.1256633,0.2937823,0.1118192,0.1212348,0.3187599,0.2735987,0.2785293,0.2386337,0.1544066,0.2207225,0.0799084,0.4712321,0.2993263,0.25097
Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0996358,0.0908183,0.1212435,0.1037067,0.02665,0.0410728,0.1594811,0.0909511,0.1694326,0.1302359,0.0294402,0.0722772,0.1909708,0.0654295,0.0372558,0.1508901,0.0902855,0.1819842,0.1041759,0.0621475,0.1117305,0.0386124,0.2667573,0.2236523,0.1314949
H7N5,0.0106895,0.0125922,0.0184902,0.0330636,0.0124829,0.0178238,0.0124162,0.0125429,0.012402,0.01026,0.0202537,0.0136235,4.39E-03,0.0114734,0.0166104,0.023577,0.0173377,0.0154184,0.0140457,0.0116194,0.0157354,0.0176195,9.43E-03,0.0249409,0.0185468
H7N5,9.58E-03,0.0237489,0.0580722,0.014458,0.0151902,0.0215746,0.0200644,0.0159514,0.0122888,9.61E-03,0.0174071,0.0329677,0.028914,0.0152282,0.0202776,7.16E-03,0.0187211,0.0166446,0.0125562,0.0214756,0.0215269,0.0195695,0.0145423,0.01414,0.0171674
Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.2846866,0.6545225,1.1161861,0.8257283,0.2291197,0.3778871,0.4041143,0.2269934,0.717465,0.4043126,0.4156831,0.4078357,1.2550623,0.483218,0.4717332,0.3316374,0.1985488,0.8172996,0.3614108,0.5380635,1.1172659,0.398448,0.5015436,1.0364929,0.4809847
H2N1G1,0.0171814,1.49E-03,8.89E-04,0.0256202,0.0141167,4.31E-03,0.0102997,0.0215315,7.38E-03,4.19E-03,0.0133466,0.0172157,0.0205088,7.37E-03,5.31E-03,0.0154076,0.0187546,0.0114702,6.47E-03,0.014296,6.37E-03,0.0139579,8.56E-03,0.0174513,2.57E-03
{Fuc(a1-2/3/4)}{HexNAc(?1-3/4/6)}Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.0534513,0.0551935,0.2203215,0.1135431,0.0774889,0.0525054,0.0644189,0.064822,0.1304856,0.072128,0.0880117,0.0949657,0.0847303,0.0683958,0.0770595,0.0681053,0.0530428,0.1213045,0.0532686,0.047989,0.1121346,0.0520431,0.1486001,0.1262713,0.0522586
H6N4F1S2,0.0123761,0.0103113,7.14E-03,0.0180459,0.0161432,0.016887,0.0220029,0.0193167,6.86E-03,0.01073,8.22E-03,0.0393967,0.0145947,0.0219802,1.00E-02,0.0193923,0.0342524,7.58E-03,0.0108215,7.12E-03,0.0167126,0.0105141,0.0163967,0.0314612,0.0129829
{Neu5Ac(a2-3)Gal(b1-3/4)GlcNAc(b1-3/6)}{Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-3/6)}Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,0.14283,0.0682601,0.017304,0.0450609,0.0470153,0.0510277,0.1508306,0.1065024,0.0396074,0.1320208,0.0267615,0.1026913,0.0460075,0.2403552,0.0375013,0.0724659,0.1794909,0.0564347,0.1737105,0.0828649,0.0320972,0.033228,0.2640213,0.0475035,0.1555425
H7N5F2S1,0.0123838,0.0116385,5.31E-03,0.051005,0.0152518,0.0122609,9.93E-04,0.0149774,0.018233,0.0310761,0.0244572,0.0106851,6.29E-03,0.0334769,0.039647,2.33E-03,0.0111525,0.0147356,6.08E-03,0.016572,0.0178774,0.0443954,9.97E-03,0.0119422,8.70E-03
H7N5F2S1,0.0374643,0.0274932,0.014218,0.0215774,0.0259699,0.0178019,0.0456837,0.0573367,0.015213,0.042553,5.71E-03,0.0525911,0.0202503,0.0304353,0.019092,0.0172291,0.059281,0.0141333,0.0365028,0.0149521,7.31E-03,0.0162166,0.0362801,0.0169398,0.0341058
