glycan,WT_1,ST3GAL1_1,ST3GAL2_1,ST3GAL3_1,ST3GAL4_1,ST3GAL5_1,ST3GAL6_1,ST3GAL1+2_1,ST3GAL4+6_1,WT_2,ST3GAL1_2,ST3GAL2_2,ST3GAL3_2,ST3GAL4_2,ST3GAL5_2,ST3GAL6_2,ST3GAL1+2_2,ST3GAL4+6_2,WT_3,ST3GAL1_3,ST3GAL3_3,ST3GAL4_3,ST3GAL6_3,ST3GAL4+6_3,WT_4
{Fuc(a1-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.090724,0.0780138,0.117538,1.82E-03,0.1135315,0.015675,0.1008491,0.0673428,0.1601855,0.1108276,0.045113,0.0607074,0.1639181,0.0192674,0.0581481,0.1603252,0.0983325,0.1789165,0.1008996,0.0791045,0.1399546,0.0891643,3.03E-03,0.194439,6.30E-03
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0675206,0.1666039,0.0478246,0.1598225,0.0336006,0.1158402,0.1465281,0.3048013,0.0125031,0.1004234,0.3466066,0.1879343,0.1886808,6.80E-04,0.2846784,0.0826045,0.0947689,0.033557,0.0507219,0.2448623,0.1484133,1.00E-03,3.84E-03,0.011348,0.0383699
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2133251,0.2797285,0.2170518,0.3647383,0.1051811,0.2351772,0.2663347,0.3625909,0.0821602,0.2622905,0.5768928,0.3729965,0.2629603,0.0209258,0.3947716,0.2188193,0.2533026,0.0858957,0.2520705,0.3926645,0.1437488,0.0467716,0.1177374,0.055383,0.1316116
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.21E-03,0.0103697,0.0777701,4.05E-03,0.0981026,3.99E-03,0.0366035,4.82E-04,0.2026338,3.39E-03,2.22E-03,0.0289692,0.0294487,9.77E-04,7.94E-04,0.0927121,0.012623,0.1979268,4.09E-03,1.95E-03,0.0115335,0.0155623,2.06E-03,0.1628308,2.07E-03
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0426233,0.0646569,0.0401122,3.15E-03,0.0506365,0.0327323,0.0952186,6.13E-04,0.0581911,0.0489614,0.0838721,0.0630336,0.0316427,5.63E-03,0.0707601,0.0418259,0.0488656,0.0545752,5.20E-03,0.1136554,0.0247188,0.0246979,0.0600607,0.0424079,0.0682439
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.4420848,2.1243236,1.489213,1.3694982,0.838071,1.4356438,1.6098906,2.413032,0.6120143,1.7417365,2.5252522,1.4956886,1.4428041,0.4686143,2.2283058,1.0879455,1.8216476,0.6545602,1.8881164,2.5222656,1.5805488,0.8871215,1.5844482,0.5594538,1.1975534
{Gal(b1-4)GlcNAc(b1-3)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.21E-03,1.66E-03,5.38E-03,4.80E-03,3.50E-04,3.86E-03,9.74E-04,7.60E-04,0.0295074,1.75E-03,3.28E-04,1.27E-03,3.74E-03,0.0108695,1.45E-03,7.97E-04,1.35E-03,0.0379186,4.62E-03,9.34E-04,2.10E-03,9.63E-04,3.10E-03,0.0179694,1.88E-03
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2362775,0.2694687,0.3656709,0.1234501,0.1835794,0.1374784,0.2302929,0.2030978,0.2776302,0.1917545,0.1614747,0.2266673,0.1179958,0.2135293,0.2689221,0.1139093,0.2087606,0.221021,0.2657116,0.3209766,0.1298855,0.321176,0.3186223,0.230486,0.1963375
{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1955316,0.2312891,0.2763668,0.2478437,0.1426616,0.1943838,0.3104107,0.4889135,0.2090855,0.2463354,0.4313918,0.2558595,0.2819758,0.0404499,0.3446307,0.2783184,0.1988413,0.2219689,0.2189578,0.3650455,0.21118,0.1242887,0.2117032,0.1526536,0.1180719
{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.4619584,0.6213432,0.8590653,0.3695301,1.1429162,0.3683408,0.5996069,0.6066403,1.3550052,0.5515649,0.4885373,0.5007202,0.493858,0.4893074,0.5278546,0.3672104,0.4186753,0.9215329,0.5879798,0.6733468,0.3734701,1.0697923,0.6256245,0.9698057,0.3406601
{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.4619584,0.2629267,4.30E-03,6.72E-03,7.56E-04,3.22E-03,1.57E-03,1.17E-03,1.02E-03,0.40091,0.1524289,0.1815145,0.388339,0.1107696,0.2370995,1.94E-03,0.2654885,6.17E-04,0.4225083,0.2110559,1.55E-03,2.53E-03,3.68E-03,7.14E-04,0.1969983
{Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-4/6)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,5.35E-04,1.54E-03,0.0157289,0.3371428,2.13E-04,0.0756057,1.07E-03,1.97E-03,8.60E-04,2.57E-03,0.0147492,1.25E-03,0.0192625,0.0203686,1.70E-03,2.71E-03,0.0307293,0.0239999,6.97E-03,2.08E-03,0.1969695,2.24E-03,4.56E-03,1.90E-03,3.27E-03
{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,1.16E-03,0.1072055,0.0764605,6.12E-03,0.094442,0.0574444,0.223539,0.4051608,0.1100862,0.0893144,0.2466166,0.0912897,0.1179436,8.71E-04,0.2326199,0.109043,0.170554,0.1593935,7.31E-03,0.0916523,0.0780088,1.86E-03,5.58E-03,0.0829989,3.78E-03
{Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GlcNAc(b1-4/6)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.83E-03,8.91E-04,6.00E-03,0.1665054,9.80E-04,3.76E-03,4.37E-04,1.54E-03,5.79E-04,2.06E-03,2.02E-03,1.62E-03,1.11E-03,1.18E-03,1.08E-03,2.41E-03,1.49E-03,4.59E-04,3.61E-03,6.46E-04,0.1066996,1.91E-03,3.71E-03,1.20E-03,3.46E-04
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0425791,0.0849505,0.0836607,0.0279878,0.0361891,0.0428558,0.0764603,0.1339927,0.0366791,0.0419899,0.1195658,0.058685,0.0570544,7.35E-04,9.35E-04,0.0368932,0.0523599,0.0466811,0.0541012,0.1109841,0.0575791,1.29E-03,3.83E-03,7.56E-04,3.59E-03
{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.373077,0.5207378,0.8303521,0.2715996,0.8954801,0.3951368,0.7534996,1.1372733,1.1205086,0.5063477,0.8171037,0.3967681,0.6349783,0.1854774,0.7281234,0.6315286,0.7032504,1.184296,0.4554108,0.7217922,0.50652,0.6300161,0.5965283,1.0372064,0.2278775
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,3.03E-03,1.07E-03,1.09E-03,7.47E-03,0.0397466,0.0194381,0.1167318,2.68E-04,0.0904522,0.0225005,0.0831687,0.0374094,0.0170535,0.0123304,0.0481628,1.58E-03,7.92E-04,0.1565206,0.0495317,2.20E-03,8.95E-04,0.0167444,9.34E-04,0.1071712,4.63E-03
{Gal(b1-4)GlcNAc(b1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,5.22E-03,2.15E-03,0.0158899,3.32E-03,0.0308044,5.31E-03,0.040254,2.08E-03,0.0754118,2.59E-03,6.31E-04,1.21E-03,5.76E-04,1.25E-03,0.0214284,0.0262087,2.04E-03,0.0883697,2.99E-03,2.36E-03,1.98E-03,1.82E-03,5.18E-03,1.11E-03,9.81E-04
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0879869,0.0959321,0.2429347,0.0539844,0.3823036,8.95E-04,0.1795476,0.1375609,0.7038129,0.1382021,0.0898063,0.0429875,0.2354649,0.0860537,0.1345411,0.1813932,0.1100233,0.7057625,0.1602419,2.25E-03,0.1025005,0.2716842,0.0469099,0.6482584,0.0819504
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1504626,0.2085494,0.1864604,0.2784631,0.0677596,0.1602882,0.367329,0.4518484,0.0908725,0.2069741,0.5471033,0.3567333,0.3159245,0.014752,0.411009,0.1556106,0.2508871,0.1181847,0.2123757,0.42031,0.208186,0.0259822,0.1852925,0.0392004,0.0728563
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Fuc(a1-3)[Gal(b1-4)]GlcNAc(b1-2/4/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.4051356,0.7146248,0.7109892,0.3619393,0.4297184,0.4123698,0.6581182,0.9713845,0.5010563,0.5458102,0.7784995,0.4620891,0.5760156,0.1467604,0.7059502,0.4775887,0.4949672,0.6418693,0.6799039,0.863136,0.4607457,0.405008,0.7154226,0.4259064,0.3643766
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2655519,0.2543258,3.14E-03,0.1182901,0.1743559,0.2151432,0.2612853,0.5226746,6.50E-04,0.3441701,0.4973021,0.2431949,0.2793036,0.0562863,0.4043784,0.179997,0.3714351,7.65E-04,0.4161887,0.3922455,0.227822,0.0767821,0.2424416,0.0269962,0.2954535
{Gal(b1-4)GlcNAc(b1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Fuc(a1-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0775954,0.076031,2.04E-03,9.95E-03,0.1230571,2.75E-03,0.1302484,0.1503292,0.0877399,0.0999377,0.1962713,0.105659,0.1022528,1.46E-03,0.1263255,0.1026283,0.1515675,0.16217,1.49E-03,0.0814956,2.04E-03,2.23E-03,2.11E-03,5.24E-04,2.92E-03
{Gal(b1-4)GlcNAc(b1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1552119,0.1213481,0.2368145,0.0903624,0.4761841,0.0770859,0.1938065,0.2645619,0.4506186,0.2737928,0.2435658,0.263587,0.1311873,0.1633111,0.1389181,0.0803269,0.2267162,0.2837693,0.3281797,0.1909667,0.0873699,0.3798887,0.1638009,0.2949357,0.083973
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,2.17E-03,7.85E-04,0.0130539,5.92E-03,1.10E-03,2.47E-03,8.51E-04,0.0331774,1.81E-03,1.41E-03,0.0587617,1.68E-03,6.05E-04,7.07E-04,0.0553198,2.70E-03,3.35E-03,1.07E-03,3.16E-03,0.0355091,0.0221339,2.75E-04,2.84E-03,5.67E-04,3.70E-03
Neu5Ac(a2-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2/4/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0231763,0.061106,3.51E-03,0.0419609,0.016618,0.0636817,0.1265511,0.3526599,0.0334622,0.0377813,0.2088821,0.0535865,0.0965439,2.31E-03,0.1780278,0.0546171,0.0893835,0.0508902,2.82E-03,0.145473,0.0985737,0.0109662,4.70E-03,9.06E-03,2.53E-03
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0119519,0.0612263,0.025991,0.0408105,1.12E-03,0.0544306,0.0537605,0.1437066,1.06E-03,0.0234364,0.1760119,0.0469669,0.0648224,1.07E-03,0.0948593,3.12E-03,0.0410942,9.41E-04,8.31E-03,0.1504744,0.0764021,2.13E-03,0.0394277,1.79E-03,4.14E-03
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,5.35E-03,1.74E-03,0.045936,1.47E-03,0.0580539,4.96E-03,8.44E-04,1.58E-03,0.0999137,4.09E-03,2.51E-03,1.70E-03,1.52E-03,0.0207328,8.35E-04,5.51E-04,0.0158933,0.1039841,7.38E-03,9.37E-04,3.30E-04,0.0152262,3.19E-03,0.0764586,4.27E-03
{Gal(b1-4)GlcNAc(b1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0395614,0.0286206,2.97E-03,2.60E-03,8.05E-03,0.0203922,0.015906,0.087014,1.65E-03,0.0270732,0.0475262,0.0237296,0.016692,4.82E-03,0.0270804,0.0288441,0.0294264,0.0287322,3.65E-03,0.024904,2.70E-03,1.75E-03,5.43E-03,7.73E-03,4.04E-03
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2478287,0.2604839,0.3925253,0.0995341,0.4623873,0.1949906,0.3774074,0.6120087,0.6240283,0.3051755,0.3224845,0.1922591,0.3258398,0.0683859,0.3453842,0.4780388,0.4220603,0.6877726,0.4307827,0.3539719,0.2331091,0.2535949,0.3000675,0.56109,0.190482
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.2456662,0.4352328,0.2951454,0.6083826,0.0738025,0.4580297,0.4362926,0.8717805,0.0768781,0.2732623,1.279508,0.4472981,0.4688733,2.56E-03,0.7585968,0.2278362,0.3814642,0.0988416,0.3097201,0.8335837,0.5416258,0.0451669,0.2223433,0.032731,0.1210587
Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3)Gal(b1-4)GlcNAc(b1-2/4/6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.5561635,0.8586635,0.6679183,0.692158,0.2035473,0.7424919,0.971739,1.785388,0.2304813,0.6215863,1.7281619,0.7324393,0.8054483,0.0595355,1.3181619,0.3610048,0.7387665,0.2333624,0.8520071,1.8237277,0.9443582,0.2109663,0.906851,0.1582685,0.4854788
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,2.98E-03,8.74E-04,0.0829618,5.05E-03,0.1106202,1.33E-03,5.40E-04,0.021401,0.1895831,0.0414199,0.0366614,2.16E-03,0.0777118,2.35E-03,7.88E-04,1.70E-03,0.0477134,0.312647,3.19E-03,2.30E-04,3.58E-03,0.0695843,5.00E-03,0.2083513,1.38E-03
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.1353282,0.1263126,0.0395219,0.0772304,0.0769146,5.09E-03,0.2498467,0.363165,0.0998659,0.1260257,0.3667455,0.1877858,0.1190322,3.75E-03,0.2488778,0.1323362,0.257283,0.1231249,0.010147,0.2354942,0.0858159,0.0471696,0.0865272,2.22E-03,5.00E-03
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.4589407,0.5080702,0.4347303,0.1322491,0.4387406,0.4364469,0.6234637,0.933394,0.5049326,0.6301363,0.7486326,0.4955504,0.4172957,0.1692518,0.5878308,0.4800693,0.6624505,0.5880549,0.6866269,0.5812535,0.2383633,0.3468934,0.4963328,0.3020338,0.4232229
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0507523,0.0350172,5.16E-03,5.06E-03,0.1161189,2.57E-03,0.0506617,0.0435732,0.1250773,0.1015573,0.0713376,0.0537268,0.0793435,0.0393163,0.0755279,1.47E-03,1.78E-03,0.2004227,0.1089821,8.94E-04,2.43E-03,0.0558878,6.10E-04,0.12688,5.03E-03
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0234397,0.023944,4.11E-03,1.73E-03,0.025259,0.0437892,0.0327389,0.127451,0.0460935,0.019587,0.1877761,0.031803,0.0148203,4.34E-03,0.0539274,0.0194106,0.0321141,0.0537124,5.75E-03,0.0213199,1.34E-03,1.21E-03,3.91E-03,2.08E-03,1.95E-03
{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.1520882,0.1688449,0.1731193,0.0535288,0.1348389,0.2199379,0.2343735,0.5724277,0.2290628,0.1339135,0.2915045,0.1306824,0.127765,3.46E-03,0.3229198,0.245258,0.3399712,0.3194863,0.2941256,0.3202778,0.1413934,0.0972986,0.1172369,0.1581568,0.0972766
{Gal(b1-4)GlcNAc(b1-3)}{Gal(b1-4)GlcNAc(b1-3)}{Fuc(a1-3)}{Neu5Ac(a2-3)}{Neu5Ac(a2-3)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,8.51E-03,0.0151205,3.92E-03,0.0102988,2.22E-03,6.76E-03,0.0374639,0.0389223,0.0480665,3.90E-03,2.71E-03,1.97E-03,2.46E-03,3.32E-03,0.0367029,3.10E-03,1.96E-03,0.0536815,8.00E-03,0.0239726,3.97E-03,2.28E-03,6.35E-03,0.0368366,7.91E-03
