glycan,stage1_A21,stage1_A22,stage1_A23,stage1_A24,stage1_A25,stage1_A26,stage1_A27,stage2_B21,stage2_B22,stage2_B23,stage2_B24,stage2_B25,stage2_B26,stage2_B27,stage3_C21,stage3_C22,stage3_C23,stage3_C24,stage3_C25,stage3_C26,stage3_C27,stage4_D21,stage4_D22,stage4_D23,stage4_D24,stage4_D25,stage4_D27,stage4_D28,healthy_E21,healthy_E22,healthy_E23,healthy_E24,healthy_E25,healthy_E26,healthy_E27,healthy_E28
Neu5Ac(a2-3/6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.121188,0.0586008,0.112245,0.370913,0.0670263,0.132745,0.259018,0.0614661,0.0758432,0.0441666,0.15438,0.357266,0.0338961,0.146027,0.111052,0.17334,0.0995974,0.0456225,0.176706,0.318376,0.056557,0.0667217,0.180878,0.44989,0.168739,0.187704,0.100931,0.0884164,0.129441,0.0872386,0.126393,0.133845,0.0837836,0.105429,0.0438432,0.0907046
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0301076,0.0507952,0.0929389,0.0627956,0.0431074,0.0854188,0.0605037,0.184015,0.047894,0.0436215,0.0139707,0.0549237,0.0645745,0.0748839,0.0536259,0.0529282,0.0628831,0.07369,0.074084,0.106479,0.100718,0.057017,0.0644302,0.0374976,0.0758374,0.0968658,0.0804499,0.0945145,0.125156,0.0741612,0.0761845,0.102366,0.0561168,0.063041,0.0484746,0.087649
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.132471,0.0666257,0.132666,0.140803,0.148892,0.149242,0.0957304,0.144132,0.0859975,0.0764164,0.0960433,0.0680825,0.102548,0.115026,0.133845,0.0740316,0.0975687,0.0485408,0.113719,0.0927763,0.0893513,0.085655,0.104218,0.0753539,0.12804,0.18079,0.0973093,0.109219,0.163861,0.0479109,0.100855,0.135216,0.0761373,0.154836,0.067045,0.0971462
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.172369,0.263014,0.163375,0.238093,0.322929,0.192303,0.0985108,0.276901,0.179735,0.118135,0.168666,0.288761,0.151548,0.26313,0.432055,0.133698,0.208236,0.132401,0.276866,0.14092,0.177985,0.158687,0.201789,0.252539,0.24679,0.337946,0.119052,0.211796,0.252792,0.424084,0.143508,0.275192,0.158039,0.128354,0.433841,0.422755
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0375821,0.0258273,0.0531837,0.0386274,0.0466474,0.0652578,0.0439067,0.1359,0.0075,0.0212417,0.0565541,0.0538986,0.0186294,0.040168,0.0661094,0.0702055,0.04619,0.0451884,0.06361,0.0170691,0.033224,0.0213008,0.0279043,0.047704,0.0650791,0.114205,0.0249663,0.0961877,0.156768,0.153017,0.132104,0.154955,0.0368028,0.0566099,0.111263,0.101218
GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0337661,0.0564917,0.0814911,0.0601419,0.0635178,0.0969549,0.0244347,0.130262,0.036414,0.0499002,0.0871438,0.044108,0.0558245,0.0500084,0.124768,0.0658831,0.0518828,0.0499186,0.064452,0.033437,0.0315822,0.0379692,0.0971848,0.0947424,0.082507,0.091715,0.0393693,0.0773982,0.0863004,0.146901,0.160976,0.172747,0.104316,0.0868375,0.175779,0.165283
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.329265,0.366368,0.494201,0.337419,0.135943,0.359578,0.187197,0.372423,0.352783,0.263235,0.411438,0.474034,0.163719,0.175694,0.155283,0.390372,0.27621,0.199863,0.2855,0.463956,0.128781,0.121398,0.396876,0.446021,0.370879,0.340794,0.301473,0.606937,0.403196,0.503885,0.538465,0.340751,0.314976,0.325581,0.291412,0.247996
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0670749,0.0590252,0.0603578,0.0309002,0.0517807,0.0869508,0.148131,0.0790043,0.0586995,0.078138,0.0902484,0.0689026,0.0208881,0.0619207,0.0792636,0.110832,0.055428,0.14319,0.0387722,0.105391,0.181337,0.0297976,0.0986844,0.04861,0.0682568,0.0733799,0.103915,0.112845,0.0958452,0.0926061,0.10544,0.0340109,0.115047,0.137715,0.0969279,0.119184
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.0481977,0.0352678,0.0641453,0.043467,0.0545504,0.120739,0.11544,0.0754483,0.0569514,0.0835273,0.10123,0.0773627,0.0190134,0.0394173,0.0882791,0.0902914,0.0567559,0.109144,0.0640647,0.0780662,0.0727798,0.0376017,0.126312,0.0592269,0.131521,0.07232,0.0691932,0.126214,0.0902476,0.0966948,0.101645,0.0946498,0.0785103,0.108736,0.124865,0.15224
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0777655,0.0766368,0.149894,0.0279956,0.247247,0.19041,0.0988984,0.0376239,0.0953804,0.0757087,0.0340667,0.105429,0.0946068,0.109505,0.0313884,0.088215,0.0799616,0.0919645,0.157,0.0982526,0.0588838,0.0848117,0.0869892,0.103954,0.13567,0.133655,0.144372,0.137262,0.0933994,0.0666611,0.0932872,0.133425,0.0869834,0.14028,0.0336332,0.0637796
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0836506,0.0786568,0.121076,0.115291,0.135513,0.0907191,0.0325134,0.141732,0.0698891,0.0392364,0.130813,0.06307,0.0322224,0.0927245,0.1572,0.0828833,0.0930439,0.041508,0.138005,0.0527984,0.0338158,0.0697818,0.0847422,0.101369,0.163192,0.150816,0.0649147,0.117132,0.08379,0.122888,0.100313,0.127718,0.0975888,0.0969936,0.199873,0.13602
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.139,0.156736,0.144863,0.0993052,0.19631,0.13128,0.0424692,0.174916,0.0941045,0.0725239,0.0766868,0.184143,0.100539,0.117072,0.158039,0.111143,0.147218,0.0738929,0.190114,0.0883941,0.0978437,0.13054,0.129801,0.222171,0.225199,0.223701,0.0488077,0.169731,0.220528,0.418097,0.184108,0.251528,0.137399,0.15942,0.406697,0.437042
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0644435,0.0944107,0.0791497,0.131992,0.117389,0.0750271,0.0342867,0.108478,0.0770487,0.0487095,0.104607,0.111216,0.0546087,0.112933,0.242979,0.0805463,0.104512,0.0428339,0.101351,0.0614606,0.0802386,0.0522099,0.129801,0.134059,0.112649,0.140153,0.0657335,0.075418,0.093638,0.242288,0.0948943,0.12498,0.100591,0.0853375,0.21216,0.180977
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0326491,0.0241977,0.0654295,0.0966855,0.0553627,0.0824146,0.0223471,0.10221,0.0272717,0.0343205,0.0939456,0.0661871,0.0299789,0.0366291,0.145095,0.0442378,0.0260172,0.0489961,0.0674914,0.014278,0.0180105,0.0168039,0.105435,0.0544048,0.0759574,0.0620084,0.023373,0.0636753,0.0771832,0.110393,0.0851312,0.112228,0.0331704,0.0337354,0.0976516,0.115047
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,0.0514589,0.0464271,0.117471,0.0316912,0.0870446,0.0842336,0.03378,0.127992,0.00705,0.0184346,0.052086,0.0472502,0.0552878,0.0296156,0.0613206,0.0890547,0.0278779,0.028018,0.0743829,0.035305,0.0284447,0.028632,0.0594759,0.0650069,0.100962,0.0850139,0.0439908,0.112167,0.200315,0.239058,0.0759782,0.262773,0.115142,0.119851,0.18107,0.20618
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.252369,0.437306,0.230523,0.230515,0.335839,0.366015,0.214909,0.361101,0.251601,0.338666,0.510052,0.370291,0.179281,0.306305,0.275709,0.632714,0.388033,0.54202,0.231787,0.462797,0.179583,0.202358,0.63867,0.419511,0.26283,0.620129,0.211695,0.382682,0.393508,0.639721,0.30231,0.393031,0.817782,0.447798,0.621941,0.57708
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,0.354762,0.354119,0.70433,0.301402,0.5065,0.944356,0.574557,0.84445,0.428202,0.530784,0.520084,0.415273,0.197163,0.415309,0.395918,0.8732,0.526939,0.819255,0.176058,0.760181,0.276259,0.108197,0.921226,0.533967,0.508936,0.339714,0.298173,0.832569,0.58815,0.606944,0.929361,0.615045,1.33805,1.11625,1.50162,1.89902
